,DATE,TIME,STADIUM,CLASS,ATTENDANCE,HOME TEAM,HOME TEAM GOALS,AWAY TEAM,AWAY TEAM GOALS,HOME POSSESSIONS,AWAY POSSESSIONS,HOME SHOTS,AWAY SHOTS,HOME ON(SUBS),AWAY ON(SUBS),HOME OFF(SUBS),AWAY OFF(SUBS),HOME BLOCKED SHOTS,AWAY BLOCKED SHOTS,HOME PASSES,AWAY PASSES,HOME CHANCES,AWAY CHANCES,HOME CORNERS,AWAY CORNERS,HOME OFFSIDES,AWAY OFFSIDES,HOME TACKLES,AWAY TACKLES,HOME DUELS WON,AWAY DUELS WON,HOME SAVES,AWAY SAVES,HOME FOULS,AWAY FOULS,HOME YELLOW CARDS,AWAY YELLOW CARDS,HOME RED CARDS,AWAY RED CARDS,YEAR,TOTAL GOALS,match_results
94,2023-03-12,2:00pm,Old Trafford,d,73439.0,3,0,20,0,46.7,53.3,10,17,4,4,3,4,3,9,78.0,84.5,2,1,7,8,0,2,43.5,78.6,68.8,31.3,4,4,12,9,2,0,1,0,2023,0,Draw
95,2023-03-12,2:00pm,London Stadium,h,62472.0,14,1,7,1,40.8,59.2,17,12,6,4,8,4,3,4,82.4,87.0,2,3,13,2,6,1,55.6,66.7,60.0,40.0,3,4,9,6,1,0,0,0,2023,2,Draw
96,2023-03-12,4:30pm,"St James' Park, Newcastle",h,52240.0,4,2,13,1,42.1,57.9,19,7,8,4,3,3,8,0,78.8,81.2,3,0,10,3,0,0,46.2,60.0,52.2,47.8,3,6,11,10,1,2,0,0,2023,3,Home win
97,2023-03-11,12:30p,Vitality Stadium,h,10536.0,15,1,5,0,30.7,69.3,5,15,2,6,3,8,0,1,65.5,83.4,2,3,3,8,2,4,63.6,68.2,54.8,45.2,5,1,7,9,2,1,0,0,2023,1,Home win
98,2023-03-11,3:00pm,Goodison Park,h,39036.0,17,1,9,0,33.3,66.7,13,12,6,4,6,6,1,2,62.6,77.4,1,3,5,8,3,1,56.0,81.8,43.9,56.1,3,5,11,12,2,1,0,0,2023,1,Home win
99,2023-03-11,3:00pm,Elland Road,d,36471.0,19,2,6,2,38.0,62.0,12,15,4,3,3,8,5,4,82.0,86.1,0,2,4,7,3,3,71.4,54.2,29.4,70.6,2,2,12,9,1,1,0,0,2023,4,Draw
100,2023-03-11,3:00pm,The King Power Stadium,a,32170.0,18,1,12,3,48.4,51.6,17,12,7,6,4,3,6,3,83.0,84.4,3,2,2,5,0,4,73.3,58.3,65.5,34.5,3,5,10,11,1,2,1,0,2023,4,Away win
101,2023-03-11,3:00pm,Tottenham Hotspur Stadium,h,61460.0,8,3,16,1,55.2,44.8,15,9,7,5,3,2,5,2,87.1,81.3,0,1,2,10,1,1,60.0,87.5,60.7,39.3,4,4,13,13,3,1,0,0,2023,4,Home win
102,2023-03-11,5:30pm,Selhurst Park,a,25844.0,11,0,1,1,32.2,67.8,4,14,0,4,0,5,4,5,75.2,87.3,0,2,2,6,3,2,72.7,50.0,42.9,57.1,3,0,11,17,2,2,0,0,2023,1,Away win
103,2023-03-06,8:00pm,Gtech Community Stadium,h,17025.0,9,3,10,2,36.2,63.8,14,9,6,5,7,4,1,0,66.8,82.8,3,0,2,3,3,1,68.2,58.3,69.2,30.8,3,3,12,17,0,3,0,0,2023,5,Home win
104,2023-03-05,2:00pm,The City Ground,d,29353.0,16,2,17,2,57.1,42.9,10,10,4,3,2,2,4,5,76.7,66.5,0,2,3,3,0,0,70.8,61.9,41.2,58.8,1,2,11,17,3,5,0,0,2023,4,Draw
105,2023-03-05,4:30pm,Anfield,h,53001.0,5,7,3,0,59.6,40.4,18,8,8,4,5,3,5,1,78.0,71.0,6,2,4,3,0,4,82.4,66.7,42.9,57.1,4,1,13,14,2,3,0,0,2023,7,Home win
106,2023-03-04,12:30p,Etihad Stadium,h,53419.0,1,2,4,0,56.3,43.7,11,5,3,2,6,1,2,2,86.5,80.7,2,1,8,4,0,1,46.2,63.6,56.3,43.8,2,1,8,13,2,4,0,0,2023,2,Home win
107,2023-03-04,3:00pm,Emirates Stadium,h,60222.0,2,3,15,2,80.1,19.9,31,4,9,4,10,0,12,0,88.6,57.6,1,2,17,1,0,0,58.8,75.0,55.9,44.1,2,6,6,8,0,2,0,0,2023,5,Home win
108,2023-03-04,3:00pm,Villa Park,h,41893.0,7,1,11,0,58.1,41.9,8,3,1,0,4,2,3,1,87.8,83.8,1,0,2,4,0,5,61.5,59.1,66.7,33.3,0,1,14,17,2,3,0,1,2023,1,Home win
109,2023-03-04,3:00pm,Amex Stadium,h,31523.0,6,4,14,0,65.8,34.2,20,3,9,2,7,0,4,1,90.5,78.8,2,0,7,3,0,0,50.0,45.5,57.1,42.9,2,5,6,8,0,3,0,0,2023,4,Home win
110,2023-03-04,3:00pm,Stamford Bridge,h,39905.0,12,1,19,0,57.2,42.8,13,11,3,2,8,6,2,3,87.6,79.3,3,0,5,7,2,2,65.4,65.2,46.7,53.3,2,2,11,7,2,0,0,0,2023,1,Home win
111,2023-03-04,3:00pm,Molineux,h,31585.0,13,1,8,0,46.5,53.5,8,21,5,6,3,6,0,9,81.5,85.8,2,2,4,8,3,1,50.0,60.0,47.4,52.6,6,4,11,18,1,1,0,0,2023,1,Home win
112,2023-03-04,5:30pm,St. Mary's Stadium,h,30139.0,20,1,18,0,34.9,65.1,11,11,5,0,2,7,4,4,68.8,79.0,0,3,3,4,4,2,42.9,63.6,31.6,68.4,0,4,12,11,4,2,0,0,2023,1,Home win
113,2023-02-26,1:30pm,Tottenham Hotspur Stadium,h,61613.0,8,2,12,0,41.2,58.8,8,10,3,2,4,5,1,3,82.2,89.3,1,0,4,4,0,2,59.3,78.9,60.7,39.3,2,1,10,10,2,3,0,0,2023,2,Home win
114,2023-02-25,3:00pm,Goodison Park,a,39309.0,17,0,7,2,46.5,53.5,15,9,5,5,7,4,3,0,78.5,79.2,0,3,5,1,1,0,50.0,50.0,48.6,51.4,3,4,12,12,2,1,0,0,2023,2,Away win
115,2023-02-25,3:00pm,Elland Road,h,36641.0,19,1,20,0,60.6,39.4,14,8,4,2,6,3,4,3,84.6,77.7,0,0,9,2,2,3,65.2,55.6,52.2,47.8,2,3,15,13,2,4,0,0,2023,1,Home win
116,2023-02-25,3:00pm,The King Power Stadium,a,32227.0,18,0,2,1,34.1,65.9,1,10,0,2,1,3,0,5,68.9,82.4,0,1,0,8,4,4,66.7,54.5,47.1,52.9,1,0,14,9,0,1,0,0,2023,1,Away win
117,2023-02-25,3:00pm,London Stadium,h,62469.0,14,4,16,0,49.1,50.9,18,8,5,3,8,3,5,2,78.0,78.2,4,0,12,3,1,1,69.2,60.0,52.1,47.9,3,1,8,5,0,0,0,0,2023,4,Home win
118,2023-02-25,5:30pm,Vitality Stadium,a,10481.0,15,1,1,4,34.0,66.0,13,20,2,5,5,8,6,7,83.0,90.1,0,1,4,6,1,2,53.3,65.4,52.6,47.4,2,1,10,9,2,2,0,0,2023,5,Away win
119,2023-02-25,7:45pm,Selhurst Park,d,25842.0,11,0,5,0,36.2,63.8,6,12,0,4,4,5,2,3,74.5,84.5,2,2,5,3,4,1,68.8,64.3,50.0,50.0,4,0,11,14,2,5,0,0,2023,0,Draw
120,2023-02-24,8:00pm,Craven Cottage,d,24399.0,10,1,13,1,50.5,49.5,10,8,5,2,2,5,3,1,81.3,76.2,2,1,4,3,1,1,55.0,73.7,36.7,63.3,1,4,12,17,2,0,0,0,2023,2,Draw
121,2023-02-19,2:00pm,Old Trafford,h,73578.0,3,3,18,0,56.9,43.1,26,19,8,3,9,9,9,7,84.6,81.1,6,2,6,6,0,1,69.6,53.8,69.6,30.4,3,5,9,9,0,2,0,0,2023,3,Home win
122,2023-02-19,4:30pm,Tottenham Hotspur Stadium,h,61476.0,8,2,14,0,57.0,43.0,16,6,6,1,4,4,6,1,84.6,74.9,2,0,4,7,0,0,68.4,61.1,48.7,51.3,1,4,16,10,2,1,0,0,2023,2,Home win
123,2023-02-18,12:30p,Villa Park,a,42066.0,7,2,2,4,33.4,66.6,7,20,5,5,1,8,1,7,76.8,85.6,0,5,2,9,0,2,72.0,55.6,48.0,52.0,2,3,13,4,2,2,0,0,2023,6,Away win
124,2023-02-18,3:00pm,Gtech Community Stadium,d,17122.0,9,1,11,1,58.7,41.3,12,10,5,4,6,3,1,3,82.4,77.8,1,1,2,6,3,2,50.0,60.0,60.0,40.0,3,4,10,8,2,2,0,0,2023,2,Draw
125,2023-02-18,3:00pm,Amex Stadium,a,31619.0,6,0,10,1,65.3,34.7,21,5,7,2,10,0,4,3,87.7,73.1,5,0,10,2,4,0,40.0,38.5,59.3,40.7,1,7,12,14,0,5,0,0,2023,1,Away win
126,2023-02-18,3:00pm,Stamford Bridge,a,40152.0,12,0,20,1,61.3,38.7,17,8,5,5,5,3,7,0,85.9,75.3,2,0,8,2,3,1,76.5,71.0,52.0,48.0,3,4,16,25,3,6,0,0,2023,1,Away win
127,2023-02-18,3:00pm,Goodison Park,h,39232.0,17,1,19,0,50.0,50.0,15,8,6,0,7,4,2,4,73.4,69.0,2,1,6,4,1,0,56.5,58.3,47.4,52.6,0,3,8,6,2,3,0,0,2023,1,Home win
128,2023-02-18,3:00pm,The City Ground,d,29365.0,16,1,1,1,27.0,73.0,4,23,1,6,2,11,1,6,65.1,88.0,1,2,0,10,2,0,61.5,70.0,56.5,43.5,5,0,8,6,1,0,0,0,2023,2,Draw
129,2023-02-18,3:00pm,Molineux,a,31222.0,13,0,15,1,68.6,31.4,15,5,4,1,5,1,6,3,84.4,67.7,0,1,12,2,2,0,68.8,44.4,44.2,55.8,0,4,12,10,3,3,0,0,2023,1,Away win
130,2023-02-18,5:30pm,"St James' Park, Newcastle",a,52758.0,4,0,5,2,37.4,62.6,14,13,4,7,7,4,3,2,82.0,88.1,3,5,6,7,3,0,90.0,50.0,68.8,31.3,5,4,3,8,1,1,1,0,2023,2,Away win
131,2023-02-15,7:30pm,Emirates Stadium,a,60276.0,2,1,1,3,63.5,36.5,10,9,1,6,4,1,5,2,83.0,72.3,2,4,1,3,0,3,38.5,70.6,44.0,56.0,2,0,11,15,2,4,0,0,2023,4,Away win
132,2023-02-13,8:00pm,Anfield,h,53027.0,5,2,17,0,59.1,40.9,15,6,6,1,4,4,5,1,86.3,78.7,2,1,3,3,4,2,71.4,44.4,57.1,42.9,1,4,8,16,1,3,0,0,2023,2,Home win
133,2023-02-12,2:00pm,Elland Road,a,36919.0,19,0,3,2,33.0,67.0,16,11,6,5,4,4,6,2,67.7,81.6,1,2,7,3,3,3,56.5,70.0,57.1,42.9,3,6,10,13,2,1,0,0,2023,2,Away win
134,2023-02-12,4:30pm,Etihad Stadium,h,53392.0,1,3,7,1,67.2,32.8,17,6,9,2,3,2,5,2,90.0,81.3,4,0,8,4,1,4,42.9,42.9,66.7,33.3,1,5,13,14,1,2,0,0,2023,4,Home win
135,2023-02-11,12:30p,London Stadium,d,62471.0,14,1,12,1,28.2,71.8,10,12,2,4,5,4,3,4,75.7,90.5,1,1,5,6,3,4,60.9,81.0,45.5,54.5,3,1,9,11,1,1,0,0,2023,2,Draw
136,2023-02-11,3:00pm,Emirates Stadium,d,60254.0,2,1,9,1,69.2,30.8,23,9,7,2,10,4,6,3,86.4,66.3,1,3,7,4,1,1,60.0,66.7,28.9,71.1,1,6,9,9,0,2,0,0,2023,2,Draw
137,2023-02-11,3:00pm,Selhurst Park,d,24827.0,11,1,6,1,25.8,74.2,6,17,1,7,2,5,3,5,70.4,89.9,0,5,1,6,3,2,73.7,56.5,38.5,61.5,6,0,10,11,4,1,0,0,2023,2,Draw
138,2023-02-11,3:00pm,Craven Cottage,h,24244.0,10,2,16,0,50.0,50.0,16,10,3,1,11,7,2,2,79.0,77.0,2,1,5,4,1,3,50.0,80.0,52.9,47.1,1,1,9,11,0,1,0,0,2023,2,Home win
139,2023-02-11,3:00pm,The King Power Stadium,h,32184.0,18,4,8,1,48.9,51.1,15,11,7,4,6,6,2,1,78.4,82.7,2,0,1,5,2,2,63.0,60.0,27.8,72.2,3,2,14,9,5,2,0,0,2023,5,Home win
140,2023-02-11,3:00pm,St. Mary's Stadium,a,29751.0,20,1,13,2,40.9,59.1,17,11,2,2,10,2,5,7,70.5,80.5,0,0,5,2,0,3,68.8,57.1,67.4,32.6,0,1,12,14,2,3,0,1,2023,3,Away win
141,2023-02-11,5:30pm,Vitality Stadium,d,10419.0,15,1,4,1,33.2,66.8,11,15,5,7,5,5,1,3,66.7,81.8,2,0,4,6,2,5,55.0,60.0,51.5,48.5,6,3,8,10,2,3,0,0,2023,2,Draw
142,2023-02-08,8:00pm,Old Trafford,d,73456.0,3,2,19,2,65.9,34.1,24,8,7,2,9,4,8,2,81.0,64.4,1,1,6,5,1,0,57.9,66.7,50.0,50.0,1,5,7,11,1,3,0,0,2023,4,Draw
143,2023-02-05,2:00pm,The City Ground,h,29363.0,16,1,19,0,30.1,69.9,6,10,2,4,2,3,2,3,54.5,74.9,0,1,0,2,2,3,65.4,73.7,48.3,51.7,4,1,15,14,4,2,0,0,2023,1,Home win
144,2023-02-05,4:30pm,Tottenham Hotspur Stadium,h,61747.0,8,1,1,0,35.2,64.8,12,15,3,5,5,5,4,5,74.6,87.6,2,0,4,6,2,1,57.1,47.4,36.0,64.0,5,2,19,14,2,3,1,0,2023,1,Home win
145,2023-02-04,12:30p,Goodison Park,h,39314.0,17,1,2,0,29.5,70.5,12,15,4,3,5,7,3,5,71.4,86.5,4,0,7,5,3,0,61.1,78.6,58.6,41.4,2,3,13,8,4,1,0,0,2023,1,Home win
146,2023-02-04,3:00pm,Villa Park,a,42055.0,7,2,18,4,63.2,36.8,19,9,4,5,6,4,9,0,86.7,74.8,0,4,11,3,2,8,66.7,69.6,54.5,45.5,1,3,10,10,0,3,0,0,2023,6,Away win
147,2023-02-04,3:00pm,Gtech Community Stadium,h,17051.0,9,3,20,0,48.3,51.7,14,14,4,6,6,4,4,4,69.2,75.6,3,1,4,4,1,2,53.8,66.7,44.4,55.6,5,0,10,9,1,2,0,0,2023,3,Home win
148,2023-02-04,3:00pm,Amex Stadium,h,31600.0,6,1,15,0,71.8,28.2,20,12,6,2,7,7,7,3,89.3,72.3,2,0,7,3,0,1,52.9,60.0,29.2,70.8,2,5,14,7,3,1,0,0,2023,1,Home win
149,2023-02-04,3:00pm,Old Trafford,h,73420.0,3,2,11,1,53.1,46.9,14,10,5,3,5,5,4,2,85.4,80.3,0,2,5,5,1,4,57.1,56.3,57.9,42.1,2,3,9,9,1,2,1,0,2023,3,Home win
150,2023-02-04,3:00pm,Molineux,h,31664.0,13,3,5,0,41.8,58.2,12,22,6,4,5,8,1,10,74.9,85.5,3,1,2,7,1,2,62.5,70.0,46.7,53.3,2,3,9,7,1,1,0,0,2023,3,Home win
151,2023-02-04,5:30pm,"St James' Park, Newcastle",d,52256.0,4,1,14,1,62.7,37.3,8,10,2,1,3,5,3,4,80.6,69.0,3,1,4,2,0,2,61.5,57.9,57.1,42.9,0,1,11,13,2,1,0,0,2023,2,Draw
152,2023-01-19,8:00pm,Etihad Stadium,h,53088.0,1,4,8,2,57.9,42.1,16,9,6,3,5,4,5,2,87.7,83.0,3,1,8,3,0,1,73.3,56.3,50.0,50.0,1,2,10,14,1,2,0,0,2023,6,Home win
153,2023-01-18,8:00pm,Selhurst Park,d,23343.0,11,1,3,1,39.4,60.6,10,15,5,4,3,8,2,3,73.7,81.3,0,2,3,3,0,0,45.8,56.3,59.1,40.9,3,4,9,10,1,2,0,0,2023,2,Draw
154,2023-01-15,2:00pm,Stamford Bridge,h,40075.0,12,1,11,0,62.5,37.5,15,10,5,5,5,2,5,3,84.6,74.3,3,0,11,7,3,1,54.5,45.8,66.0,34.0,5,4,10,17,2,5,0,0,2023,1,Home win
155,2023-01-15,2:00pm,"St James' Park, Newcastle",h,52247.0,4,1,10,0,62.3,37.7,20,5,5,0,7,4,8,1,82.2,70.0,2,0,10,5,2,3,72.2,58.8,46.2,53.8,0,4,6,14,1,3,0,0,2023,1,Home win
156,2023-01-15,4:30pm,Tottenham Hotspur Stadium,a,61870.0,8,0,2,2,50.6,49.4,17,14,7,5,4,5,6,4,82.6,84.2,2,2,4,3,1,2,64.7,61.5,62.9,37.1,4,7,16,15,4,2,0,0,2023,2,Away win
157,2023-01-14,12:30p,Old Trafford,h,75546.0,3,2,1,1,29.4,70.6,8,5,4,1,1,2,3,2,74.2,89.3,4,1,1,2,6,2,53.3,16.7,47.4,52.6,0,1,15,5,3,0,0,0,2023,3,Home win
158,2023-01-14,3:00pm,Amex Stadium,h,31645.0,6,3,5,0,60.8,39.2,16,6,9,2,3,3,4,1,88.2,83.3,2,2,7,1,4,2,56.3,63.2,58.3,41.7,2,5,9,15,1,3,0,0,2023,3,Home win
159,2023-01-14,3:00pm,Goodison Park,a,39305.0,17,1,20,2,52.2,47.8,12,13,4,5,5,2,3,6,73.4,70.7,1,1,6,4,3,2,60.0,66.7,44.7,55.3,3,3,7,18,0,3,0,0,2023,3,Away win
160,2023-01-14,3:00pm,The City Ground,h,29301.0,16,2,18,0,38.8,61.2,15,6,5,1,4,3,6,2,75.4,82.6,3,2,3,5,2,1,42.9,58.3,54.2,45.8,1,3,11,12,1,2,0,0,2023,2,Home win
161,2023-01-14,3:00pm,Molineux,h,31511.0,13,1,14,0,58.5,41.5,17,16,4,4,6,5,7,7,83.9,78.0,0,0,4,3,4,1,60.0,36.4,45.7,54.3,3,3,10,7,0,2,0,0,2023,1,Home win
162,2023-01-14,5:30pm,Gtech Community Stadium,h,17031.0,9,2,15,0,49.9,50.1,12,7,4,2,7,3,1,2,74.4,77.7,0,0,5,3,2,1,55.0,57.9,47.4,52.6,2,2,5,9,1,1,0,0,2023,2,Home win
163,2023-01-13,8:00pm,Villa Park,h,42008.0,7,2,19,1,53.4,46.6,11,16,5,4,4,4,2,8,72.7,69.5,1,3,0,11,2,5,46.4,51.9,59.3,40.7,2,3,12,18,2,2,0,0,2023,3,Home win
164,2023-01-12,8:00pm,Craven Cottage,h,24460.0,10,2,12,1,47.4,52.6,8,20,3,10,3,3,2,7,80.6,81.6,1,3,5,7,3,3,54.5,61.1,66.7,33.3,9,1,12,16,4,3,0,1,2023,3,Home win
165,2023-01-05,8:00pm,Stamford Bridge,a,39998.0,12,0,1,1,47.7,52.3,8,12,2,3,3,6,3,3,85.2,89.5,0,3,3,2,2,1,39.3,68.4,40.0,60.0,2,2,9,9,2,0,0,0,2023,1,Away win
166,2023-01-04,7:30pm,St. Mary's Stadium,a,30150.0,20,0,16,1,62.5,37.5,8,11,0,1,6,9,2,1,78.0,63.6,1,2,6,2,1,0,50.0,50.0,45.5,54.5,0,0,14,17,2,2,0,0,2023,1,Away win
167,2023-01-04,7:45pm,Elland Road,d,36173.0,19,2,14,2,63.3,36.7,14,15,6,2,6,11,2,2,79.4,62.5,1,0,8,1,3,3,68.4,47.4,47.9,52.1,0,3,11,18,3,1,0,0,2023,4,Draw
168,2023-01-04,8:00pm,Villa Park,d,39978.0,7,1,13,1,55.9,44.1,13,10,4,3,3,4,6,3,87.6,83.8,2,0,7,8,1,4,45.5,58.6,40.9,59.1,2,2,6,12,1,3,0,0,2023,2,Draw
169,2023-01-04,8:00pm,Selhurst Park,a,25132.0,11,0,8,4,46.7,53.3,19,14,4,6,9,3,6,5,82.0,86.2,0,2,10,4,1,2,59.1,63.6,29.6,70.4,2,4,11,8,1,2,0,0,2023,4,Away win
170,2022-12-30,7:45pm,London Stadium,a,62467.0,14,0,9,2,63.1,36.9,20,9,5,6,9,2,6,1,86.5,75.0,0,1,8,1,0,0,41.7,50.0,54.8,45.2,4,5,9,5,1,0,0,0,2022,2,Away win
171,2022-12-30,8:00pm,Anfield,h,53343.0,5,2,18,1,57.0,43.0,21,7,5,2,10,3,6,2,84.4,78.6,3,3,4,5,2,5,66.7,35.7,46.7,53.3,1,5,8,15,0,1,0,0,2022,3,Home win
172,2022-12-28,8:00pm,Elland Road,a,36889.0,19,1,1,3,31.0,69.0,9,26,1,9,4,12,4,5,73.3,87.5,0,6,3,5,0,1,46.2,53.8,41.7,58.3,6,0,11,14,3,3,0,0,2022,4,Away win
173,2022-12-27,5:30pm,Stamford Bridge,h,40046.0,12,2,15,0,60.3,39.7,15,9,5,4,7,4,3,1,88.3,81.2,2,0,6,8,3,0,58.8,64.7,42.1,57.9,4,3,8,10,0,0,0,0,2022,2,Home win
174,2022-12-27,8:00pm,Old Trafford,h,73608.0,3,3,16,0,65.8,34.2,17,8,8,3,3,3,6,2,87.0,71.3,3,0,9,9,1,2,50.0,64.7,53.8,46.2,3,5,13,4,3,1,0,0,2022,3,Home win
175,2022-12-26,12:30p,Gtech Community Stadium,d,17137.0,9,2,8,2,39.1,60.9,9,15,5,8,3,2,1,5,63.6,81.8,2,0,6,5,1,5,25.0,44.4,33.3,66.7,6,3,11,10,3,1,0,0,2022,4,Draw
176,2022-12-26,3:00pm,Selhurst Park,a,25176.0,11,0,10,3,36.2,63.8,4,23,0,11,3,6,1,6,74.5,85.8,0,2,1,8,1,2,73.3,56.3,28.6,71.4,7,0,12,15,0,0,2,0,2022,3,Away win
177,2022-12-26,3:00pm,Goodison Park,a,39252.0,17,1,13,2,58.8,41.2,12,7,6,4,4,2,2,1,84.8,75.5,2,1,2,2,1,2,76.5,63.2,50.0,50.0,2,4,9,22,1,6,0,0,2022,3,Away win
178,2022-12-26,3:00pm,The King Power Stadium,a,32185.0,18,0,4,3,60.1,39.9,8,12,2,5,2,4,4,3,82.1,74.2,0,2,5,5,3,1,66.7,58.3,36.7,63.3,2,2,9,6,0,0,0,0,2022,3,Away win
179,2022-12-26,3:00pm,St. Mary's Stadium,a,31010.0,20,1,6,3,33.6,66.4,14,7,4,4,7,2,3,1,77.2,86.8,0,1,4,2,0,1,62.5,38.1,45.2,54.8,2,3,9,10,1,2,0,0,2022,4,Away win
180,2022-12-26,5:30pm,Villa Park,a,42085.0,7,1,5,3,48.1,51.9,12,16,6,9,3,6,3,1,80.9,81.7,3,5,0,6,3,3,25.0,36.8,42.9,57.1,6,5,7,12,0,0,0,0,2022,4,Away win
181,2022-12-26,8:00pm,Emirates Stadium,h,60125.0,2,3,14,1,66.5,33.5,16,8,5,4,6,4,5,0,89.5,75.5,3,0,7,5,3,0,66.7,50.0,48.4,51.6,3,2,13,17,0,2,0,0,2022,4,Home win
182,2022-11-13,2:00pm,Amex Stadium,a,31581.0,6,1,7,2,65.1,34.9,7,8,2,2,1,3,4,3,86.3,72.0,1,0,11,4,3,1,42.9,52.2,55.6,44.4,0,1,14,11,2,7,0,0,2022,3,Away win
183,2022-11-13,4:30pm,Craven Cottage,a,24246.0,10,1,3,2,52.7,47.3,14,14,7,9,5,3,2,2,79.4,79.4,1,6,10,3,1,2,44.4,58.3,39.3,60.7,8,6,9,10,1,1,0,0,2022,3,Away win
184,2022-11-12,12:30p,Etihad Stadium,a,52786.0,1,1,9,2,74.6,25.4,29,10,6,8,9,1,14,1,85.2,56.9,1,5,10,2,2,2,77.8,27.3,52.4,47.6,5,5,9,7,2,2,0,0,2022,3,Away win
185,2022-11-12,3:00pm,Vitality Stadium,h,10382.0,15,3,17,0,35.8,64.2,16,15,9,3,4,6,3,6,73.1,85.6,2,1,3,5,1,1,66.7,50.0,56.7,43.3,3,5,12,8,2,0,0,0,2022,3,Home win
186,2022-11-12,3:00pm,Anfield,h,53331.0,5,3,20,1,59.9,40.1,15,9,7,5,6,3,2,1,86.3,80.0,6,3,6,0,0,2,41.7,50.0,55.0,45.0,4,4,8,8,0,2,0,0,2022,4,Home win
187,2022-11-12,3:00pm,The City Ground,h,29045.0,16,1,11,0,31.5,68.5,9,8,2,0,6,7,1,1,71.5,87.0,0,0,1,5,3,0,57.1,54.5,39.1,60.9,0,1,11,13,1,4,0,0,2022,1,Home win
188,2022-11-12,3:00pm,Tottenham Hotspur Stadium,h,61667.0,8,4,19,3,54.7,45.3,14,12,8,5,3,2,3,5,82.6,78.9,4,4,9,2,0,1,66.7,52.6,51.9,48.1,2,3,8,7,1,1,0,1,2022,7,Home win
189,2022-11-12,3:00pm,London Stadium,a,62459.0,14,0,18,2,53.6,46.4,18,9,6,6,9,2,3,1,77.4,78.2,0,1,7,2,2,0,66.7,47.4,63.6,36.4,4,6,9,8,3,1,0,0,2022,2,Away win
190,2022-11-12,5:30pm,"St James' Park, Newcastle",h,52264.0,4,1,12,0,48.9,51.1,10,5,3,2,3,2,4,1,82.7,84.1,2,0,5,3,3,0,65.2,65.2,72.7,27.3,2,2,14,11,5,2,0,0,2022,1,Home win
