,DATE,TIME,STADIUM,CLASS,ATTENDANCE,HOME TEAM,HOME TEAM GOALS,AWAY TEAM,AWAY TEAM GOALS,HOME POSSESSIONS,AWAY POSSESSIONS,HOME SHOTS,AWAY SHOTS,HOME ON(SUBS),AWAY ON(SUBS),HOME OFF(SUBS),AWAY OFF(SUBS),HOME BLOCKED SHOTS,AWAY BLOCKED SHOTS,HOME PASSES,AWAY PASSES,HOME CHANCES,AWAY CHANCES,HOME CORNERS,AWAY CORNERS,HOME OFFSIDES,AWAY OFFSIDES,HOME TACKLES,AWAY TACKLES,HOME DUELS WON,AWAY DUELS WON,HOME SAVES,AWAY SAVES,HOME FOULS,AWAY FOULS,HOME YELLOW CARDS,AWAY YELLOW CARDS,HOME RED CARDS,AWAY RED CARDS,YEAR,TOTAL GOALS,match_results
288,2022-08-06,3:00pm,Tottenham Hotspur Stadium,h,61732.0,8,4,20,1,57.5,42.5,18,10,8,2,6,5,4,3,85.0,82.2,1,0,10,2,2,0,62.5,42.9,54.2,45.8,1,5,11,6,3,0,0,0,2022,5,Home win
289,2022-08-06,5:30pm,Goodison Park,a,39254.0,17,0,12,1,37.3,62.7,8,15,4,6,3,3,1,6,73.4,86.6,0,1,4,16,0,2,70.8,47.4,35.3,64.7,5,3,14,11,3,2,0,0,2022,1,Away win
290,2022-08-05,8:00pm,Selhurst Park,a,25286.0,11,0,2,2,56.3,43.7,10,10,2,2,2,4,6,4,86.7,82.2,2,1,3,5,1,2,50.0,55.2,41.7,58.3,1,2,16,11,1,2,0,0,2022,2,Away win
291,2022-05-19,7:45pm,Goodison Park,h,38448.0,17,3,11,2,43.2,56.8,12,7,6,5,4,2,2,0,70.3,77.3,1,1,4,5,0,3,52.0,65.0,58.9,41.1,3,3,9,12,2,3,0,0,2022,5,Home win
292,2022-05-19,8:00pm,Villa Park,d,40468.0,7,1,23,1,71.3,28.7,22,10,9,5,7,2,6,3,90.1,68.4,0,1,13,6,1,0,62.5,54.5,48.3,51.7,3,8,11,20,0,1,0,1,2022,2,Draw
293,2022-05-19,8:00pm,"St James' Park, Newcastle",h,52274.0,4,2,2,0,50.6,49.4,16,11,4,2,7,4,5,5,80.0,77.9,2,0,12,8,6,1,72.2,53.3,66.7,33.3,2,3,11,8,0,3,0,0,2022,2,Home win
294,2022-05-17,7:45pm,St. Mary's Stadium,a,31588.0,20,1,5,2,29.1,70.9,4,24,2,5,0,10,2,9,75.3,89.2,0,0,1,9,0,2,60.0,55.6,53.6,46.4,3,1,6,6,2,0,0,0,2022,3,Away win
295,2022-03-16,8:00pm,Stamford Bridge,d,31478.0,12,1,18,1,67.2,32.8,20,2,7,1,5,1,8,0,92.7,79.2,3,0,6,0,1,1,50.0,44.4,57.9,42.1,0,6,13,7,4,1,0,0,2022,2,Draw
296,2022-05-16,8:15pm,Emirates Stadium,a,59968.0,2,0,5,2,48.4,51.6,9,9,2,3,3,2,4,4,80.6,82.2,1,1,1,6,4,2,75.0,50.0,28.6,71.4,1,2,9,9,0,1,0,0,2022,2,Away win
297,2022-05-15,4:30pm,Goodison Park,a,38819.0,17,2,9,3,27.5,72.5,10,18,5,7,5,10,0,1,67.5,85.3,2,2,5,2,2,1,40.0,21.4,50.0,50.0,4,3,8,8,0,3,2,0,2022,5,Away win
298,2022-05-15,2:00pm,Molineux,d,31219.0,13,1,22,1,64.0,36.0,17,11,4,2,7,8,6,1,89.1,76.6,1,3,5,3,0,0,75.0,58.3,58.3,41.7,1,3,5,10,0,3,0,0,2022,2,Draw
299,2022-05-15,2:00pm,London Stadium,d,59972.0,14,2,1,2,21.8,78.2,6,31,2,8,3,10,1,13,65.1,91.1,1,0,4,9,1,0,63.6,70.0,48.6,51.4,7,0,9,5,3,1,0,0,2022,4,Draw
300,2022-05-15,2:00pm,Elland Road,d,36638.0,19,1,6,1,50.3,49.7,19,15,5,6,10,7,4,2,70.1,73.9,2,4,8,1,1,1,53.8,38.5,37.1,62.9,5,3,16,8,3,2,0,0,2022,2,Draw
301,2022-05-15,2:00pm,Vicarage Road,a,20257.0,21,1,18,5,40.5,59.5,13,13,5,7,8,6,0,0,77.8,85.4,3,5,7,3,3,2,52.6,53.8,40.6,59.4,2,4,4,6,0,1,0,0,2022,6,Away win
302,2022-05-15,2:00pm,Villa Park,d,41136.0,7,1,11,1,48.4,51.6,13,16,4,4,5,6,4,6,82.3,84.2,0,1,1,5,1,0,60.0,33.3,35.7,64.3,3,3,11,15,1,3,0,0,2022,2,Draw
303,2022-05-15,12:00pm,Tottenham Hotspur Stadium,h,61729.0,8,1,23,0,68.3,31.7,21,8,8,1,7,6,6,1,87.8,73.9,2,1,8,2,1,2,66.7,41.2,53.3,46.7,1,6,12,8,3,2,0,0,2022,1,Home win
304,2022-05-12,7:45pm,Tottenham Hotspur Stadium,h,62027.0,8,3,2,0,57.6,42.4,16,9,6,5,5,2,5,2,89.5,85.2,4,0,2,2,1,0,37.5,33.3,50.0,50.0,5,3,8,15,1,3,0,1,2022,3,Home win
305,2022-05-11,8:15pm,Molineux,a,30914.0,13,1,1,5,33.7,66.3,7,15,3,5,3,9,1,1,83.3,91.6,0,3,6,2,2,3,56.3,45.5,26.7,73.3,0,2,2,11,0,1,0,0,2022,6,Away win
306,2022-05-11,7:45pm,Vicarage Road,d,20653.0,21,0,17,0,48.2,51.8,6,16,0,5,5,4,1,7,81.9,79.1,0,0,1,13,1,1,66.7,68.0,44.7,55.3,5,0,5,12,1,2,0,0,2022,0,Draw
307,2022-05-11,7:45pm,The King Power Stadium,h,30892.0,18,3,22,0,64.9,35.1,20,9,8,5,5,4,7,0,89.5,80.5,3,2,10,2,1,0,70.8,63.2,75.0,25.0,5,5,10,5,0,0,0,0,2022,3,Home win
308,2022-05-11,7:30pm,Elland Road,a,36549.0,19,0,12,3,32.1,67.9,5,17,0,4,4,10,1,3,78.6,90.8,1,0,1,5,0,3,62.5,52.9,45.5,54.5,0,0,10,14,1,0,1,0,2022,3,Away win
309,2022-05-10,8:00pm,Villa Park,a,41919.0,7,1,5,2,39.2,60.8,9,17,4,6,5,8,0,3,75.5,83.2,2,1,2,3,3,2,58.3,66.7,54.5,45.5,3,3,10,12,0,0,0,0,2022,3,Away win
310,2022-05-08,4:30pm,Etihad Stadium,h,53336.0,1,5,4,0,71.4,28.6,21,7,9,3,8,3,4,1,90.6,76.9,6,3,8,2,1,4,62.5,47.4,63.6,36.4,3,4,6,11,1,3,0,0,2022,5,Home win
311,2022-05-08,2:00pm,Carrow Road,a,26428.0,22,0,14,4,36.5,63.5,8,13,2,5,2,3,4,5,85.4,90.7,1,1,9,5,2,3,58.3,41.7,46.7,53.3,1,2,7,7,1,1,0,0,2022,4,Away win
312,2022-05-08,2:00pm,Emirates Stadium,h,60108.0,2,2,19,1,63.2,36.8,19,3,9,2,8,0,2,1,89.5,78.3,1,2,8,2,1,0,62.5,62.5,46.7,53.3,1,7,13,15,2,2,0,1,2022,3,Home win
313,2022-05-08,2:00pm,The King Power Stadium,a,32001.0,18,1,17,2,66.0,34.0,16,10,9,4,6,3,1,3,86.4,72.0,2,1,6,1,2,0,56.3,69.2,61.3,38.7,2,7,11,6,3,0,0,0,2022,3,Away win
314,2022-05-07,7:30pm,Anfield,d,53177.0,5,1,8,1,64.9,35.1,22,8,3,3,6,2,13,3,85.8,74.9,0,1,11,5,0,0,57.9,60.0,55.6,44.4,2,2,12,8,3,2,0,0,2022,2,Draw
315,2022-05-07,5:30pm,Amex Stadium,h,31637.0,6,4,3,0,42.0,58.0,17,15,6,5,7,7,4,3,78.6,84.6,3,1,7,6,3,3,81.8,84.6,40.9,59.1,5,1,13,9,0,2,0,0,2022,4,Home win
316,2022-05-07,3:00pm,Stamford Bridge,d,32190.0,12,2,13,2,59.3,40.7,19,14,6,4,8,9,5,1,85.8,78.3,0,2,9,3,2,1,50.0,61.1,60.0,40.0,2,4,7,11,1,3,0,0,2022,4,Draw
317,2022-05-07,3:00pm,Selhurst Park,h,24622.0,11,1,21,0,67.7,32.3,15,6,7,1,4,2,4,3,85.2,69.8,1,0,8,5,2,0,36.4,62.5,45.2,54.8,1,6,11,18,2,1,0,1,2022,1,Home win
318,2022-05-07,3:00pm,Gtech Community Stadium,h,17051.0,9,3,20,0,40.4,59.6,18,19,5,4,8,10,5,5,72.0,80.0,4,0,4,7,0,2,70.0,29.4,51.7,48.3,4,2,12,9,0,1,0,0,2022,3,Home win
319,2022-05-07,3:00pm,Turf Moor,a,20891.0,23,1,7,3,49.0,51.0,14,12,6,7,7,2,1,3,78.1,79.8,1,2,4,5,1,2,37.5,46.2,48.5,51.5,4,5,13,11,1,2,0,0,2022,4,Away win
320,2022-04-30,5:30pm,Elland Road,a,35771.0,19,0,1,4,40.9,59.1,7,19,2,6,1,6,4,7,78.1,88.7,2,5,3,6,3,1,44.8,44.4,42.9,57.1,2,1,13,3,1,2,0,0,2022,4,Away win
321,2022-04-30,3:00pm,Villa Park,h,40290.0,7,2,22,0,45.1,54.9,21,9,6,3,8,6,7,0,79.6,81.9,2,0,2,3,3,0,73.1,50.0,52.6,47.4,3,4,16,8,4,1,0,0,2022,2,Home win
322,2022-04-30,3:00pm,Molineux,a,31243.0,13,0,6,3,49.2,50.8,11,17,1,9,5,4,5,4,82.3,82.7,0,1,7,3,1,1,68.4,81.8,57.1,42.9,6,1,6,4,2,1,0,0,2022,3,Away win
323,2022-04-30,3:00pm,Vicarage Road,a,20738.0,21,1,23,2,46.5,53.5,13,17,1,6,9,5,3,6,63.8,67.9,0,1,5,6,1,0,50.0,56.3,56.6,43.4,4,1,13,9,1,2,0,0,2022,3,Away win
324,2022-04-30,3:00pm,St. Mary's Stadium,a,31359.0,20,1,11,2,38.3,61.7,8,14,3,5,3,3,2,6,67.8,82.4,0,0,6,7,0,4,73.9,62.5,59.3,40.7,3,2,13,11,1,3,0,0,2022,3,Away win
325,2022-04-30,12:30pm,"St James' Park, Newcastle",a,52281.0,4,0,5,1,33.9,66.1,4,24,2,10,1,10,1,4,64.2,83.7,0,2,0,6,9,1,52.6,40.0,54.1,45.9,9,2,11,11,1,3,0,0,2022,1,Away win
326,2022-04-28,7:45pm,Old Trafford,d,73564.0,3,1,12,1,35.2,64.8,6,21,3,6,1,9,2,6,78.8,88.5,1,3,2,9,2,3,75.0,50.0,55.6,44.4,5,2,9,12,0,1,0,0,2022,2,Draw
327,2022-04-25,8:00pm,Selhurst Park,d,25357.0,11,0,19,0,52.5,47.5,17,9,7,2,6,4,4,3,75.2,69.1,0,0,6,3,1,1,53.8,58.6,57.8,42.2,2,7,12,13,2,2,0,0,2022,0,Draw
328,2022-04-24,4:30pm,Anfield,h,53213.0,5,2,17,0,82.4,17.6,18,9,4,1,11,4,3,4,89.1,54.9,2,0,13,1,1,0,66.7,50.0,54.2,45.8,1,2,8,8,2,5,0,0,2022,2,Home win
329,2022-04-24,2:00pm,Stamford Bridge,h,32231.0,12,1,14,0,66.6,33.4,26,6,5,2,9,2,12,2,88.5,74.6,1,0,3,1,2,2,54.5,71.4,50.0,50.0,2,4,11,9,1,0,0,1,2022,1,Home win
330,2022-04-24,2:00pm,Turf Moor,h,19246.0,23,1,13,0,35.9,64.1,14,10,5,4,5,1,4,5,74.1,82.7,1,0,3,6,5,2,70.0,57.1,47.8,52.2,4,4,8,7,3,1,0,0,2022,1,Home win
331,2022-04-24,2:00pm,Amex Stadium,d,31335.0,6,2,20,2,48.8,51.2,8,18,5,5,0,6,3,7,65.1,70.5,1,0,6,6,2,3,47.1,30.8,53.3,46.7,3,4,12,7,1,0,0,0,2022,4,Draw
332,2022-04-20,8:00pm,Etihad Stadium,h,52226.0,1,3,6,0,65.1,34.9,17,2,5,1,4,1,8,0,87.9,73.7,0,0,7,4,1,2,68.8,50.0,56.0,44.0,1,2,12,7,0,3,0,0,2022,3,Home win
333,2022-04-20,7:45pm,Stamford Bridge,a,32249.0,12,2,2,4,68.0,32.0,11,14,2,4,5,7,4,3,85.9,75.6,0,0,6,1,1,4,56.5,45.0,50.0,50.0,0,0,7,6,3,1,0,0,2022,6,Away win
334,2022-04-20,7:45pm,Goodison Park,d,39153.0,17,1,18,1,36.7,63.3,13,11,3,3,8,1,2,7,73.4,81.9,2,0,5,4,0,1,64.3,45.5,52.5,47.5,2,2,8,17,4,2,0,0,2022,2,Draw
335,2022-04-20,7:45pm,"St James' Park, Newcastle",h,51938.0,4,1,11,0,36.3,63.7,13,10,4,2,3,6,6,2,75.2,83.2,0,0,2,5,2,3,66.7,50.0,51.2,48.8,2,3,12,12,1,1,0,0,2022,1,Home win
336,2022-04-19,8:00pm,Anfield,h,52686.0,5,4,3,0,71.6,28.4,14,2,5,1,6,0,3,1,91.2,73.4,4,0,10,2,3,2,73.3,63.6,55.0,45.0,1,1,3,6,1,2,0,0,2022,4,Home win
337,2022-04-17,2:15pm,London Stadium,d,59958.0,14,1,23,1,61.0,39.0,21,9,8,1,8,6,5,2,84.8,72.9,2,0,13,4,1,1,16.7,45.5,50.0,50.0,0,5,9,11,2,2,0,0,2022,2,Draw
338,2022-04-17,2:15pm,"St James' Park, Newcastle",h,52104.0,4,2,18,1,31.3,68.7,16,8,7,2,8,2,1,4,64.0,83.9,1,0,3,5,1,0,53.8,77.3,60.6,39.4,1,5,10,10,2,2,0,0,2022,3,Home win
339,2022-04-16,3:00pm,Old Trafford,h,73381.0,3,3,22,2,60.8,39.2,20,15,9,4,5,7,6,4,89.2,81.1,1,3,6,7,3,0,68.8,55.0,46.7,53.3,2,6,8,6,0,0,0,0,2022,5,Home win
340,2022-04-16,3:00pm,Vicarage Road,a,20747.0,21,1,9,2,50.8,49.2,18,16,4,5,9,7,5,4,75.9,73.8,1,3,6,5,0,0,84.6,54.5,59.1,40.9,3,3,11,9,2,1,0,0,2022,3,Away win
341,2022-04-16,3:00pm,St. Mary's Stadium,h,31465.0,20,1,2,0,24.3,75.7,9,23,3,6,1,12,5,5,61.5,88.9,1,0,6,8,2,0,50.0,58.3,47.4,52.6,6,2,6,6,2,1,0,0,2022,1,Home win
342,2022-04-16,12:30pm,Tottenham Hotspur Stadium,a,58685.0,8,0,6,1,48.6,51.4,5,12,0,5,3,5,2,2,81.9,84.0,1,0,4,4,0,3,53.3,58.8,53.1,46.9,3,0,14,10,3,3,0,0,2022,1,Away win
343,2022-04-10,4:30pm,Etihad Stadium,d,53197.0,1,2,5,2,55.1,44.9,11,6,5,4,4,2,2,0,85.9,80.6,2,3,4,1,5,2,35.3,66.7,50.0,50.0,2,2,9,11,1,4,0,0,2022,4,Draw
344,2022-04-10,2:00pm,Gtech Community Stadium,h,17032.0,9,2,14,0,47.1,52.9,15,5,7,1,3,3,5,1,83.4,84.3,2,0,4,6,1,2,45.5,40.0,53.6,46.4,1,5,2,6,0,1,0,0,2022,2,Home win
345,2022-04-10,2:00pm,The King Power Stadium,h,31896.0,18,2,11,1,50.8,49.2,12,11,3,3,3,3,6,5,84.0,83.4,0,0,3,4,0,0,45.0,47.1,47.8,52.2,2,1,11,12,1,1,0,0,2022,3,Home win
346,2022-04-10,2:00pm,Carrow Road,h,26361.0,22,2,23,0,44.9,55.1,17,18,6,4,6,9,5,5,65.1,68.7,2,1,6,7,3,3,70.0,52.2,50.0,50.0,3,4,12,10,1,1,0,0,2022,2,Home win
347,2022-04-09,5:30pm,Villa Park,a,41949.0,7,0,8,4,51.5,48.5,19,11,8,5,5,1,6,5,88.9,87.6,2,1,9,3,1,2,66.7,45.0,62.5,37.5,1,8,12,14,2,3,0,0,2022,4,Away win
348,2022-04-09,3:00pm,Vicarage Road,a,20957.0,21,0,19,3,48.2,51.8,8,10,1,5,7,5,0,0,66.6,63.8,2,0,3,8,3,1,71.4,58.7,53.2,46.8,2,1,8,12,2,0,0,0,2022,3,Away win
349,2022-04-09,3:00pm,St. Mary's Stadium,a,31359.0,20,0,12,6,29.0,71.0,4,24,1,14,0,8,3,2,74.7,88.5,1,4,3,3,0,1,61.1,65.5,31.0,69.0,8,1,11,10,1,0,0,0,2022,6,Away win
350,2022-04-09,3:00pm,Emirates Stadium,a,60112.0,2,1,6,2,64.6,35.4,20,8,4,3,5,4,11,1,83.2,71.4,2,1,11,2,2,2,66.7,61.9,36.0,64.0,1,3,12,19,3,4,0,0,2022,3,Away win
351,2022-04-09,12:30pm,Goodison Park,h,39080.0,17,1,3,0,32.5,67.5,7,12,3,4,2,1,2,7,66.1,81.6,0,1,5,7,1,2,66.7,66.7,36.4,63.6,4,2,4,10,2,2,0,0,2022,1,Home win
352,2022-04-08,8:00pm,"St James' Park, Newcastle",h,52164.0,4,1,13,0,41.1,58.9,12,5,4,2,3,2,5,1,81.5,83.0,0,0,1,2,1,0,63.6,50.0,52.4,47.6,2,3,6,13,1,1,0,0,2022,1,Home win
353,2022-04-06,7:30pm,Turf Moor,h,19830.0,23,3,17,2,50.9,49.1,13,16,4,4,6,4,3,8,65.6,63.9,3,0,9,6,1,0,18.2,57.9,58.8,41.2,2,1,11,16,2,2,0,0,2022,5,Home win
354,2022-04-04,8:00pm,Selhurst Park,h,25149.0,11,3,2,0,31.4,68.6,6,12,5,3,1,8,0,1,71.0,86.1,2,1,0,2,2,4,44.4,56.3,52.4,47.6,3,2,11,15,0,2,0,0,2022,3,Home win
355,2022-03-20,4:30pm,Tottenham Hotspur Stadium,h,58685.0,8,3,14,1,52.7,47.3,17,6,4,1,8,5,5,0,90.4,88.8,4,1,5,3,1,0,69.2,50.0,56.3,43.8,0,2,7,7,0,1,0,0,2022,4,Home win
356,2022-03-20,2:00pm,The King Power Stadium,h,31830.0,18,2,9,1,52.8,47.2,12,15,4,6,6,3,2,6,85.8,82.3,3,2,2,5,2,3,57.1,37.5,46.9,53.1,5,2,10,10,1,2,0,0,2022,3,Home win
357,2022-03-19,12:30pm,Villa Park,a,41956.0,7,0,2,1,47.0,53.0,8,10,1,3,6,3,1,4,84.8,86.2,0,1,6,5,1,1,60.0,76.9,45.5,54.5,3,1,13,14,3,3,0,0,2022,1,Away win
358,2022-03-18,8:00pm,Molineux,a,31842.0,13,2,19,3,47.8,52.2,14,15,8,6,4,7,2,2,80.4,80.4,2,4,2,5,1,3,60.0,65.4,41.7,58.3,2,6,13,14,1,5,1,0,2022,5,Away win
359,2022-03-17,7:45pm,Goodison Park,h,39068.0,17,1,4,0,38.3,61.7,9,17,3,6,3,6,3,5,66.3,77.0,1,0,5,7,1,1,50.0,73.3,47.0,53.0,6,2,13,11,2,1,1,0,2022,1,Home win
360,2022-03-16,7:30pm,Amex Stadium,a,31144.0,6,0,8,2,48.2,51.8,15,17,0,7,7,4,8,6,85.5,87.3,1,2,6,3,3,1,62.5,72.7,47.6,52.4,5,0,11,9,2,2,0,0,2022,2,Away win
361,2022-03-14,8:00pm,Selhurst Park,d,25309.0,11,0,1,0,26.2,73.8,7,19,1,4,5,9,1,6,64.7,86.7,0,2,2,6,2,3,56.3,69.2,26.7,73.3,5,1,6,11,3,1,0,0,2022,0,Draw
362,2022-03-13,4:30pm,Emirates Stadium,h,60111.0,2,2,18,0,46.0,54.0,21,6,8,3,4,1,9,2,86.1,87.6,1,1,2,6,2,0,60.0,58.8,42.9,57.1,3,5,8,10,0,3,0,0,2022,2,Home win
363,2022-03-13,2:00pm,London Stadium,h,59957.0,14,2,7,1,47.1,52.9,11,13,4,7,5,2,2,4,82.4,84.4,1,1,5,7,0,0,27.3,58.8,48.3,51.7,6,2,9,3,1,0,0,0,2022,3,Home win
364,2022-03-13,2:00pm,Elland Road,h,36321.0,19,2,22,1,52.5,47.5,13,12,7,4,5,4,1,4,74.8,72.8,4,2,6,2,2,3,60.7,75.0,45.2,54.8,3,5,18,8,3,1,0,0,2022,3,Home win
365,2022-03-13,2:00pm,St. Mary's Stadium,a,28863.0,20,1,21,2,62.5,37.5,13,9,7,5,5,3,1,1,77.5,66.3,2,2,11,3,0,0,52.9,83.3,45.1,54.9,3,5,8,12,3,2,0,0,2022,3,Away win
366,2022-03-13,2:00pm,Goodison Park,a,39112.0,17,0,13,1,38.0,62.0,7,14,2,3,5,5,0,6,77.5,86.8,0,0,5,2,7,0,50.0,66.7,47.8,52.2,2,2,13,11,2,1,1,0,2022,1,Away win
367,2022-03-13,2:00pm,Stamford Bridge,h,40026.0,12,1,4,0,72.8,27.2,8,7,3,2,4,5,1,0,86.1,62.2,2,0,7,2,3,6,57.1,37.5,40.0,60.0,2,2,17,17,4,3,0,0,2022,1,Home win
368,2022-03-12,5:30pm,Old Trafford,h,73458.0,3,3,8,2,43.5,56.5,10,10,6,3,3,2,1,5,85.2,89.0,1,1,4,5,0,2,69.2,56.3,50.0,50.0,1,3,8,7,2,1,0,0,2022,5,Home win
369,2022-03-12,3:00pm,Gtech Community Stadium,h,16984.0,9,2,23,0,54.9,45.1,13,7,4,1,3,5,6,1,68.4,63.8,1,1,2,9,4,4,68.8,60.0,51.1,48.9,1,1,6,10,1,1,0,1,2022,2,Home win
370,2022-03-12,12:30pm,Amex Stadium,a,31474.0,6,0,5,2,51.8,48.2,8,18,3,9,4,6,1,3,78.1,78.1,1,2,7,6,1,1,38.5,60.0,46.2,53.8,7,3,12,15,3,1,0,0,2022,2,Away win
371,2022-03-10,7:45pm,Elland Road,a,36400.0,19,0,7,3,50.9,49.1,4,15,1,9,2,2,1,4,78.5,83.2,0,1,3,5,3,5,72.0,53.3,40.0,60.0,6,1,17,11,5,3,0,0,2022,3,Away win
372,2022-03-10,7:30pm,St. Mary's Stadium,a,31016.0,20,1,4,2,67.8,32.2,14,8,5,4,4,1,5,3,84.1,68.6,2,2,12,5,1,1,33.3,33.3,48.7,51.3,1,4,6,7,1,1,0,0,2022,3,Away win
373,2022-03-10,7:30pm,Molineux,h,29658.0,13,4,21,0,65.8,34.2,10,9,5,0,4,5,1,4,88.7,78.4,2,0,5,2,1,4,70.0,53.8,60.0,40.0,0,2,11,10,2,2,0,0,2022,4,Home win
374,2022-03-10,7:30pm,Carrow Road,a,26722.0,22,1,12,3,33.7,66.3,8,15,3,7,4,5,1,3,82.7,91.7,0,3,3,8,2,1,56.3,66.7,26.7,73.3,4,2,8,15,0,2,0,0,2022,4,Away win
375,2022-03-07,8:00pm,Tottenham Hotspur Stadium,h,59647.0,8,5,17,0,55.0,45.0,14,6,7,0,5,2,2,4,89.7,86.2,6,0,5,2,0,1,52.0,50.0,83.3,16.7,0,3,15,10,2,0,0,0,2022,5,Home win
376,2022-03-06,4:30pm,Etihad Stadium,h,53165.0,1,4,3,1,69.4,30.6,24,5,10,2,6,1,8,2,93.0,83.4,3,0,9,3,0,1,61.5,43.8,33.3,66.7,2,6,10,14,0,1,0,0,2022,5,Home win
377,2022-03-06,2:00pm,Vicarage Road,a,21142.0,21,2,2,3,43.0,57.0,13,16,7,4,3,9,3,3,76.2,84.4,2,0,1,5,2,0,35.3,65.0,77.5,22.5,1,5,5,12,1,2,0,0,2022,5,Away win
378,2022-03-05,5:30pm,Anfield,h,53059.0,5,1,14,0,68.7,31.3,22,13,5,5,10,5,7,3,86.6,73.1,2,2,4,6,1,4,54.5,50.0,60.0,40.0,4,4,7,7,2,1,0,0,2022,1,Home win
379,2022-03-05,3:00pm,Villa Park,h,41855.0,7,4,20,0,38.2,61.8,14,11,9,1,4,7,1,3,73.9,84.4,6,3,4,7,0,1,78.6,73.3,50.0,50.0,1,5,10,8,1,1,0,0,2022,4,Home win
380,2022-03-05,3:00pm,Turf Moor,a,19439.0,23,0,12,4,27.4,72.6,6,11,1,5,2,0,3,6,68.1,90.1,0,2,5,2,1,1,44.0,64.3,50.0,50.0,1,0,12,7,2,0,0,0,2022,4,Away win
381,2022-03-05,3:00pm,Carrow Road,a,26887.0,22,1,9,3,59.6,40.4,15,10,7,6,3,1,5,3,77.0,69.8,1,1,5,5,1,3,69.2,66.7,40.0,60.0,3,6,13,18,2,5,0,0,2022,4,Away win
382,2022-03-05,3:00pm,Molineux,a,31395.0,13,0,11,2,64.0,36.0,12,12,5,8,4,1,3,3,81.3,73.7,1,0,7,7,1,8,40.0,57.1,48.1,51.9,6,5,13,8,0,3,0,0,2022,2,Away win
383,2022-03-05,3:00pm,"St James' Park, Newcastle",h,52214.0,4,2,6,1,32.4,67.6,10,15,4,4,4,3,2,8,62.8,82.6,2,2,4,7,0,4,66.7,54.5,40.0,60.0,3,2,8,10,1,1,0,0,2022,3,Home win
384,2022-03-05,12:30pm,The King Power Stadium,h,32236.0,18,1,19,0,51.0,49.0,7,19,4,4,0,9,3,6,79.4,80.4,0,1,5,10,2,0,52.2,38.1,63.3,36.7,4,3,9,12,1,2,0,0,2022,1,Home win
